1		0		10194		
1		0		13242		
1		0		13246		
1		0		14048		
1		0		15016		
1		0		15022		
1		0		15023		
1		0		15024		
1		0		19094		
1		0		19096		
1		0		19101		
1		0		19102		
1		0		19104		
1		0		19105		
1		0		19874		
1		0		19875		
1		0		19876		
1		0		19877		
1		0		19878		
1		0		20886		
1		0		20887		
1		0		20888		
1		0		20889		
1		0		20890		
1		0		20891		
1		0		20892		
1		0		20893		
1		0		21338		
1		0		21340		
1		0		21341		
1		0		21368		
1		0		21369		
1		0		21375		
1		0		21376		
1		0		21377		
1		0		21382		
1		0		21383		
1		0		21384		
1		0		21385		
1		0		21873		
1		0		21875		
1		0		21876		
1		0		21877		
1		0		21878		
1		0		21879		
1		0		21880		
1		0		21881		
1		0		21882		
1		0		22267		
1		0		22268		
1		0		22269		
1		0		22270		
1		0		22271		
1		0		22280		
1		0		22773		
1		0		22774		
1		0		22775		
1		0		22776		
1		0		22777		
1		0		22807		
1		0		22808		
1		0		23072		
1		0		23073		
1		0		23074		
1		0		23075		
1		0		23731		
1		0		23743		
1		0		24751		
1		0		24752		
1		0		56290		
1		0		56291		
1		0		56292		
1		0		59498		
