-50000 0 -2645
-49500 0 -2645
-49000 0 -2645
-48500 0 -2645
-48000 0 -2645
-47500 0 -2645
-47000 0 -2645
-46500 0 -2645
-46000 0 -2645
-45500 0 -2645
-45000 0 -2645
-44500 0 -2645
-44000 0 -2644
-43500 0 -2639
-43000 0 -2636.2
-42500 0 -2635.2
-42000 0 -2632.5
-41500 0 -2629.9
-41000 0 -2627.4
-40500 0 -2627
-40000 0 -2626.3
-39500 0 -2625.2
-39000 0 -2622.9
-38500 0 -2622.4
-38000 0 -2618.9
-37500 0 -2620.4
-37000 0 -2621
-36500 0 -2616.9
-36000 0 -2612.7
-35500 0 -2611.9
-35000 0 -2608.9
-34500 0 -2602.2
-34000 0 -2594.8
-33500 0 -2590.4
-33000 0 -2596
-32500 0 -2596.4
-32000 0 -2598.5
-31500 0 -2597.5
-31000 0 -2596.8
-30500 0 -2594.2
-30000 0 -2591.2
-29500 0 -2588.2
-29000 0 -2588.2
-28500 0 -2587.2
-28000 0 -2586.7
-27500 0 -2586
-27000 0 -2577.3
-26500 0 -2570.1
-26000 0 -2564.9
-25500 0 -2562.9
-25000 0 -2557.2
-24500 0 -2554
-24000 0 -2553
-23500 0 -2548.9
-23000 0 -2542.6
-22500 0 -2534.1
-22000 0 -2529.4
-21500 0 -2528.4
-21000 0 -2529
-20500 0 -2527.1
-20000 0 -2508.3
-19500 0 -2485.9
-19000 0 -2479.4
-18500 0 -2472.5
-18000 0 -2474.1
-17500 0 -2472.3
-17000 0 -2472.9
-16500 0 -2472.6
-16000 0 -2473.5
-15500 0 -2472.2
-15000 0 -2468.2
-14500 0 -2462.2
-14000 0 -2454
-13500 0 -2448.9
-13000 0 -2439.2
-12500 0 -2438.8
-12000 0 -2445
-11500 0 -2444.6
-11000 0 -2435.3
-10500 0 -2417.8
-10000 0 -2400.5
-9500 0 -2390.4
-9000 0 -2383.1
-8500 0 -2378.3
-8000 0 -2376.8
-7500 0 -2374.7
-7000 0 -2370.1
-6500 0 -2366.3
-6000 0 -2366
-5500 0 -2369.3
-5000 0 -2368.5
-4500 0 -2368.6
-4000 0 -2367.2
-3500 0 -2362.5
-3000 0 -2353.8
-2500 0 -2341.9
-2000 0 -2333.3
-1500 0 -2319.3
-1000 0 -2297.7
-500 0 -2274.5
0 0 -2265.2
500 0 -2268.3
1000 0 -2289.9
1500 0 -2344.2
2000 0 -2371
2500 0 -2371
3000 0 -2370.4
3500 0 -2367.5
4000 0 -2368
4500 0 -2373.2
5000 0 -2376.7
5500 0 -2383.8
6000 0 -2391.4
6500 0 -2394.2
7000 0 -2393.4
7500 0 -2392.8
8000 0 -2395.9
8500 0 -2400.9
9000 0 -2402.5
9500 0 -2401.6
10000 0 -2399.6
10500 0 -2389.1
11000 0 -2370
11500 0 -2350.2
12000 0 -2318
12500 0 -2291.9
13000 0 -2272.9
13500 0 -2250.7
14000 0 -2228.6
14500 0 -2209.6
15000 0 -2173.4
15500 0 -2163.9
16000 0 -2197.8
16500 0 -2215
17000 0 -2231.7
17500 0 -2261.8
18000 0 -2273.7
18500 0 -2264.1
19000 0 -2269.4
19500 0 -2290.8
20000 0 -2300.8
20500 0 -2299.7
21000 0 -2290.5
21500 0 -2282.8
22000 0 -2279.2
22500 0 -2274.2
23000 0 -2267.7
23500 0 -2256.4
24000 0 -2237.6
24500 0 -2214.9
25000 0 -2198.3
25500 0 -2163.5
26000 0 -2125
26500 0 -2115.6
27000 0 -2121.1
27500 0 -2114.7
