1		0		22279		
1		0		22792		
1		0		22798		
1		0		22799		
1		0		22800		
1		0		22801		
1		0		22802		
1		0		22803		
1		0		22805		
1		0		22806		
1		0		23059		
1		0		23060		
1		0		23062		
1		0		23740		
1		0		23741		
1		0		24085		
1		0		24086		
1		0		24087		
1		0		24088		
1		0		24089		
1		0		24090		
1		0		24091		
1		0		24092		
1		0		24093		
1		0		24094		
1		0		24096		
1		0		24099		
1		0		24761		
1		0		24762		
1		0		24763		
1		0		24764		
1		0		24765		
1		0		24766		
1		0		24767		
1		0		25052		
1		0		25053		
1		0		25054		
1		0		25055		
1		0		25057		
1		0		25058		
1		0		25067		
1		0		25068		
1		0		25069		
1		0		25652		
1		0		25655		
1		0		25657		
1		0		26055		
1		0		26551		
1		0		26555		
1		0		26902		
1		0		26903		
1		0		26904		
1		0		26905		
1		0		26906		
1		0		26910		
1		0		56698		
1		0		56730		
1		0		56731		
1		0		56732		
1		0		56869		
1		0		56870		
1		0		56871		
1		0		56872		
1		0		56873		
1		0		56874		
1		0		56875		
1		0		56876		
1		0		56877		
1		0		56879		
1		0		56880		
1		0		56881		
1		0		56886		
1		0		56893		
1		0		56898		
1		0		56899		
1		0		56901		
