1		0		39426		
1		0		39429		
1		0		39433		
1		0		39435		
1		0		39436		
1		0		39437		
1		0		39438		
1		0		39439		
1		0		39442		
1		0		39456		
1		0		40147		
1		0		40148		
1		0		40149		
1		0		40150		
1		0		40152		
1		0		40176		
1		0		40178		
1		0		40180		
1		0		40205		
1		0		40206		
1		0		40777		
1		0		40778		
1		0		40779		
1		0		40780		
1		0		40790		
1		0		40791		
1		0		40798		
1		0		41496		
1		0		41497		
1		0		41498		
1		0		41499		
1		0		41500		
1		0		41501		
1		0		41502		
1		0		41503		
1		0		41504		
1		0		41505		
1		0		41506		
1		0		41507		
1		0		41508		
1		0		41509		
1		0		41510		
1		0		41511		
1		0		41512		
1		0		41513		
1		0		41514		
1		0		41515		
1		0		41516		
1		0		41517		
1		0		41518		
1		0		41519		
1		0		41520		
1		0		41521		
1		0		41522		
1		0		41523		
1		0		41524		
1		0		41525		
1		0		41526		
1		0		41527		
1		0		41528		
1		0		41529		
1		0		41530		
1		0		41531		
1		0		42134		
1		0		42135		
1		0		42136		
1		0		42137		
1		0		42138		
1		0		42139		
1		0		42140		
1		0		42141		
1		0		42142		
1		0		42147		
1		0		42148		
1		0		42149		
1		0		42150		
1		0		42151		
1		0		42152		
1		0		42153		
1		0		42154		
1		0		42155		
1		0		42156		
1		0		42157		
1		0		42158		
1		0		42159		
1		0		42160		
1		0		42161		
1		0		42162		
1		0		42163		
1		0		42164		
1		0		42165		
1		0		42166		
1		0		42167		
1		0		42760		
1		0		42761		
1		0		42762		
1		0		42763		
1		0		42764		
1		0		42765		
1		0		42766		
1		0		42767		
1		0		42768		
1		0		42769		
1		0		42770		
1		0		42771		
1		0		42773		
1		0		42774		
1		0		42776		
1		0		42777		
1		0		42778		
1		0		42779		
1		0		42780		
1		0		42781		
1		0		42782		
1		0		42783		
1		0		42784		
1		0		42785		
1		0		42786		
1		0		42790		
1		0		42807		
1		0		43343		
1		0		43344		
1		0		43345		
1		0		43346		
1		0		43347		
1		0		43348		
1		0		43349		
1		0		43350		
1		0		43351		
1		0		43352		
1		0		43353		
1		0		43354		
1		0		43355		
1		0		43356		
1		0		43357		
1		0		43358		
1		0		43361		
1		0		43406		
1		0		43946		
1		0		43947		
1		0		43948		
1		0		43949		
1		0		43950		
1		0		43951		
1		0		43952		
1		0		43953		
1		0		43954		
1		0		43955		
1		0		43956		
1		0		43958		
1		0		43959		
1		0		43960		
1		0		43961		
1		0		43964		
1		0		43965		
1		0		43978		
1		0		44265		
1		0		44267		
1		0		44268		
1		0		44269		
1		0		44270		
1		0		44271		
1		0		44272		
1		0		44501		
1		0		44502		
1		0		44503		
1		0		44504		
1		0		44505		
1		0		44506		
1		0		44507		
1		0		44508		
1		0		44509		
1		0		44510		
1		0		44511		
1		0		44512		
1		0		44513		
1		0		44514		
1		0		44515		
1		0		44516		
1		0		44517		
1		0		44518		
1		0		44519		
1		0		44520		
1		0		44521		
1		0		44522		
1		0		44523		
1		0		44524		
1		0		44525		
1		0		44547		
1		0		44548		
1		0		44549		
1		0		44552		
1		0		45068		
1		0		45069		
1		0		45070		
1		0		45071		
1		0		45072		
1		0		45073		
1		0		45074		
1		0		45075		
1		0		45076		
1		0		45077		
1		0		45078		
1		0		45079		
1		0		45080		
1		0		45081		
1		0		45082		
1		0		45083		
1		0		45134		
1		0		45364		
1		0		45369		
1		0		45373		
1		0		45645		
1		0		45646		
1		0		45647		
1		0		45648		
1		0		45649		
1		0		45650		
1		0		45651		
1		0		45658		
1		0		45705		
1		0		45706		
1		0		45948		
1		0		45950		
1		0		45951		
1		0		45952		
1		0		45953		
1		0		45954		
1		0		45955		
1		0		46371		
1		0		46372		
1		0		46378		
1		0		46379		
1		0		46380		
1		0		46621		
1		0		46880		
1		0		46881		
1		0		47059		
1		0		47212		
1		0		47213		
1		0		47214		
1		0		47216		
1		0		47218		
1		0		47220		
1		0		47221		
1		0		47388		
1		0		47532		
1		0		47533		
1		0		47985		
1		0		47986		
1		0		48365		
1		0		48366		
1		0		48368		
1		0		48369		
1		0		48370		
1		0		48372		
1		0		48373		
1		0		48374		
1		0		48375		
1		0		48377		
1		0		48381		
1		0		48382		
1		0		48385		
1		0		48386		
1		0		48390		
1		0		48391		
1		0		48738		
1		0		48749		
1		0		49017		
1		0		50985		
1		0		51387		
1		0		51392		
1		0		51393		
1		0		51394		
1		0		51395		
1		0		51396		
1		0		51609		
1		0		51613		
1		0		51615		
1		0		51617		
1		0		51619		
1		0		51620		
1		0		51621		
1		0		51622		
1		0		51623		
1		0		51624		
1		0		51625		
1		0		51626		
1		0		51627		
1		0		51628		
1		0		51629		
1		0		51630		
1		0		51631		
1		0		51632		
1		0		51633		
1		0		51634		
1		0		51865		
1		0		51866		
1		0		51867		
1		0		51868		
1		0		51869		
1		0		51870		
1		0		52091		
1		0		52092		
1		0		52243		
1		0		52244		
1		0		52245		
1		0		52246		
1		0		52247		
1		0		52390		
1		0		52392		
1		0		52393		
1		0		52394		
1		0		52396		
1		0		52397		
1		0		52398		
1		0		52399		
1		0		52401		
1		0		52402		
1		0		52403		
1		0		52609		
1		0		52610		
1		0		52611		
1		0		52612		
1		0		52613		
1		0		52614		
1		0		52615		
1		0		52616		
1		0		52617		
1		0		52618		
1		0		52804		
1		0		52805		
1		0		52806		
1		0		52807		
1		0		52808		
1		0		52809		
1		0		52810		
1		0		52811		
1		0		52812		
1		0		58143		
1		0		59129		
1		0		59130		
1		0		59131		
1		0		59132		
1		0		59134		
1		0		59135		
1		0		59136		
1		0		59137		
1		0		59138		
