0	-20
3538	-11.2952
6755	-21.7632
17187	-85.6859
23459	-70.7953
28547	-74.6466
34777	-50.386
38016	-65.8146
45071	-83.9939
49653	-115.956
57203	-103.269
62377	-125.86
68276	-28.8438
74458	5.88913
78918	0.934644
85332	-15.592
90533	-44.2462
99301	-20.5333
105035.8	-27.1396
112735.1	-47.5227
118315.5	-19.956
122153.9	-27.6672
126713.6	-54.6688
133816.3	-83.3204
139366.8	-49.1395
145725.9	-53.5402
152152.3	-72.8227
157211.1	-70.0598
160982.2	-62.8893
166105.8	-74.457
173820.1	-98.1472
180261.5	-120.737
183406.1	-115.221
187069.8	-84.3494
189959.8	-22.6131
193047.1	-4.4199
200000	-0.000873499
